date,title,company,link,content
2023-07-31 07:07:01,‘부산 돌려차기’ 피해자가 ‘신림 칼부림’ 피해자에게…“아무 도움 못돼 죄송”,세계일보,https://n.news.naver.com/mnews/article/022/0003839687?sid=102,[]
2023-07-31 10:28:05,"'신림 칼부림' 범인에게 ""조선제일검""…도넘은 옹호",뉴시스,https://n.news.naver.com/mnews/article/003/0012004924?sid=102,[]
2023-07-31 11:47:02,‘묻지마 범죄’ 가중처벌 법안 쏟아졌지만…“실제 통과는 힘들 듯”,매일경제,https://n.news.naver.com/mnews/article/009/0005166032?sid=100,[]
2023-07-30 08:16:02,"[영상] ‘신림동 칼부림’ 조선, 범행 10분전 마트서 찍힌 영상 ‘충격’",파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005049486?sid=102,[]
2023-07-31 03:00:00,"[기자수첩]신림동 칼부림, 다시 일어나지 않게 하려면",머니투데이,https://n.news.naver.com/mnews/article/008/0004918896?sid=102,[]
2023-07-31 15:38:01,“코 곤다” 직장내 시비 끝 칼부림···산재 승인 미적에 유가족 ‘울분’,경향신문,https://n.news.naver.com/mnews/article/032/0003239687?sid=102,[]
2023-07-31 14:36:43,[자막뉴스] 참혹한 범죄 틈바구니에서...신림동 칼부림 '2차 가해',YTN,https://n.news.naver.com/mnews/article/052/0001917003?sid=102,[]
2023-07-30 14:35:03,‘묻지마 칼부림’에 호신용품 구매행렬…잘못썼다간 된통 당한다는데,매일경제,https://n.news.naver.com/mnews/article/009/0005165674?sid=102,[]
2023-07-28 07:35:01,얼굴 드러낸 ‘신림 칼부림’ 조선…“죄송합니다” [포착],국민일보,https://n.news.naver.com/mnews/article/005/0001626901?sid=102,[]
2023-07-29 22:02:03,"‘신림 칼부림’ 추모공간 없앤 상인들 “매출 반토막, 남자가 문 열 때마다 깜짝 놀라” [밀착취재]",세계일보,https://n.news.naver.com/mnews/article/022/0003839406?sid=102,[]
2023-07-28 09:55:01,"검찰, ‘신림 칼부림 살인’ 조선 전담수사팀 구성",조선비즈,https://n.news.naver.com/mnews/article/366/0000920320?sid=102,[]
2023-07-28 10:48:19,'이별 통보에 다방서 칼부림'…교제 여성 등 2명 살해 50대 구속기소,뉴스1,https://n.news.naver.com/mnews/article/421/0006958526?sid=102,[]
2023-07-28 07:10:04,"'신림동 칼부림' 조선, 검찰 송치... ""죄송합니다""",파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005049052?sid=102,[]
2023-07-26 18:10:12,'신림동 칼부림' 피의자 신상 공개…33살 조선,연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000611074?sid=102,[]
2023-07-26 19:10:03,29년 전 '조폭 칼부림' 주범 구속기소…마지막 공범 공개수배,연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000611099?sid=102,[]
2023-07-28 16:48:04,"[노컷한컷]서이초 교사, 신림역 칼부림 피해자 향한 추모 이어져",노컷뉴스,https://n.news.naver.com/mnews/article/079/0003796348?sid=102,[]
2023-07-29 07:02:03,"범행 전 '급소' 검색, 휴대폰 초기화…신림 칼부림 계획범죄였나",아시아경제,https://n.news.naver.com/mnews/article/277/0005293241?sid=102,[]
2023-07-27 07:17:03,신림 묻지마 칼부림 피의자 신상 공개…33살 조선,MBN,https://n.news.naver.com/mnews/article/057/0001758857?sid=102,[]
2023-07-27 14:22:03,"'신림동 칼부림' 조선, '홍콩 묻지마 살인' 검색",연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000611238?sid=102,[]
2023-07-28 22:16:01,"“이때만 알았어도”…‘신림 칼부림’ 조선, 범행 10분전 찍힌 충격적 영상",매일경제,https://n.news.naver.com/mnews/article/009/0005165472?sid=102,[]
2023-07-26 07:30:06,‘신림동 칼부림 사건’ 30대 신상공개 오늘 결론..인터넷엔 얼굴 공개돼,세계일보,https://n.news.naver.com/mnews/article/022/0003838107?sid=102,[]
2023-07-29 16:13:01,"'신림 칼부림' 범인 조선, 촉범소년이 만든 '괴물' 범죄자",서울경제,https://n.news.naver.com/mnews/article/011/0004220231?sid=102,[]
2023.07.28. 오후 6:52,"
			신림동 칼부림 사건 가해자 조선 과거는?
		",서울경제,https://n.news.naver.com/mnews/article/003/0012002808?sid=106,"[
 
[서울=뉴시스] SBS '궁금한 이야기Y'. 23.07.28. (사진=SBS 제공) photo@newsis.com *재판매 및 DB 금지[서울=뉴시스]문예빈 인턴 기자 = '궁금한 이야기Y'에서 신림동 칼부림 사건과 시골 마을에서 일어난 소음 피해 사건을 조명한다.28일 오후 9시 방송되는 SBS '궁금한 이야기Y'에서 신림동 인근 상인들은 당시 목격한 현장을 전한다. 21일 오후 2시께 나타난 조선(33세, 남)은 거리를 뛰어다니며 연고 없는 시민들에게 흉기를 휘두르기 시작했고 결국 4명의 사상자가 발생했다.사망한 피해자는 지방에서 서울로 상경해 졸업을 앞두고 있었던 학생(22세, 남)으로, 그는 그날 월세방을 구하기 위해 신림동을 찾았으나 골목의 초입에서 가해자를 마주하고 13차례 흉기에 찔려 사망했다.제작진과 진행된 인터뷰에서 피해자의 친구는 ""정말 열심히 살았던 친구다. 항상 다른 사람들 웃게 해주려고 하고 늘 웃던 친구였다""며 그를 회상한다.범행 직후 가해자는 진행된 경찰 조사에서 ""나는 불행하게 사는데, 남들도 불행하게 만들고 싶어 범행을 저질렀다""고 진술한 바 있다. 그러나 우발적으로 범죄를 저질렀다는 진술과 달리 그에게는 범행을 계획한 정황이 드러난다. 제작진과 연락이 닿은 조 씨의 지인들이 그의 과거를 전할 예정이다.이어 시골 마을에서 발생한 소음 피해 사건도 공개된다.5개월 째 지속되고 있는 마을의 경보음 소리에 기원 씨 가족은 고통을 호소한다. 지난 2월 전원주택을 짓기 위한 땅을 구매 후 측량을 시작한 기원 씨는 ""공사를 시작하면서 한 남성이 등장해 폭언을 쏟아붓고 건축을 방해하더니 건축공사중지 가처분 신청을 걸었다""고 전한다. 이런 괴롭힘에도 기원 씨가 묵묵부답으로 일관하자 밤낮을 가리지 않고 경보음 테러를 시작한 것.경보음 피해는 다른 이웃 주민들에게도 이어져 기원 씨 집에서 약 300m 떨어진 아파트 단지에서도 소음이 측정됐다. 결국 아파트 주민 중에는 수면제를 복용하지 않으면 자지 못한다는 이도 등장했다.제작진이 찾은 가해 남성은 당당한 태도로 자신이 40년을 모 대학의 공대 교수로 지내다 퇴직했다고 밝힌다. 박 교수(가명)는 ""기본 상식은 알고 있다. 시끄러운 것도 알고 있는데 앞으로는 더 해야 한다. 이유가 있다""며 기원 씨를 괴롭히는 이유를 밝힌다. 
[서울=뉴시스] SBS '궁금한 이야기Y'. 23.07.28. (사진=SBS 제공) photo@newsis.com *재판매 및 DB 금지
]"
2023-07-26 20:46:24,"'신림동 칼부림' 조선, 폰 초기화 이유가…""급소·살해 방법 검색""",머니투데이,https://n.news.naver.com/mnews/article/008/0004917481?sid=102,[]
